"trial","gen","n","gbar","zbar","wbar","pfem","p.fix.pos","p.fix.neg","v","n.pop0","alpha","low.var","ext.gen","extinct"
635,8,75,1.568,1.67913801877853,1.57369449598258,0.493333333333333,0.04,0,0.400643555555556,20,0.0035,FALSE,16,FALSE
635,9,99,1.46868686868687,1.50650095577729,1.46836723407979,0.444444444444444,0.04,0,0.40438730741761,20,0.0035,FALSE,16,FALSE
635,10,99,1.38989898989899,1.2744813034776,1.36389298726817,0.494949494949495,0.04,0,0.40260585654525,20,0.0035,FALSE,16,FALSE
635,11,107,1.48971962616822,1.61500072902034,1.52203935412916,0.467289719626168,0.04,0,0.39162896322823,20,0.0035,FALSE,16,FALSE
635,12,84,1.48333333333333,1.43271136694939,1.40911445776115,0.55952380952381,0.04,0,0.389759070294785,20,0.0035,FALSE,16,FALSE
635,13,115,1.44173913043478,1.35709719184218,1.43449147844472,0.469565217391304,0.04,0,0.392586767485822,20,0.0035,FALSE,16,FALSE
635,14,104,1.36923076923077,1.40520062554221,1.44403494687483,0.519230769230769,0.04,0,0.383051035502959,20,0.0035,FALSE,16,FALSE
635,15,101,1.4019801980198,1.35284266732382,1.39251864057182,0.504950495049505,0.04,0,0.379278502107637,20,0.0035,FALSE,16,FALSE
635,16,124,1.50806451612903,1.38432778921166,1.43040035285608,0.5,0.04,0,0.378227107180021,20,0.0035,FALSE,16,FALSE
636,1,20,0.02,-0.134512415971661,0.663698389468642,0.55,0,0,0.4867,20,0.0035,FALSE,4,TRUE
636,2,7,-0.457142857142857,-0.567012140013762,0.470987362489039,0.571428571428571,0,0,0.417551020408163,20,0.0035,FALSE,4,TRUE
636,3,5,-0.08,-0.126718116131773,0.636336302223862,0.4,0,0.04,0.3752,20,0.0035,FALSE,4,TRUE
636,4,4,0.6,0.708687944130368,1.10472180666571,1,0.12,0.08,0.3175,20,0.0035,FALSE,4,TRUE
637,1,20,-8.3131201575326e-18,0.191684718999272,0.819460230244929,0.3,0,0,0.4886,20,0.0035,FALSE,16,FALSE
637,2,10,0.62,0.789617324804269,1.14522313288914,0.6,0,0,0.4558,20,0.0035,FALSE,16,FALSE
637,3,11,1.10909090909091,1.22835597905565,1.32884609662546,0.363636363636364,0.08,0,0.40297520661157,20,0.0035,FALSE,16,FALSE
637,4,8,0.9,0.898962195316923,1.18037641699453,0.625,0.08,0,0.40125,20,0.0035,FALSE,16,FALSE
637,5,6,1.26666666666667,1.37120613827095,1.45564637088761,0.5,0.08,0,0.361111111111111,20,0.0035,FALSE,16,FALSE
637,6,8,0.95,0.939270862767527,1.24712886297263,0.5,0.12,0,0.349375,20,0.0035,FALSE,16,FALSE
637,7,7,1.14285714285714,1.77618635169606,1.55242236663647,0.571428571428571,0.2,0.04,0.320408163265306,20,0.0035,FALSE,16,FALSE
637,8,11,1.43636363636364,1.33437001108202,1.43279621912828,0.363636363636364,0.2,0.04,0.28396694214876,20,0.0035,FALSE,16,FALSE
637,9,9,1.28888888888889,1.09556463878617,1.30846720265365,0.333333333333333,0.28,0.08,0.259012345679012,20,0.0035,FALSE,16,FALSE
